Codigo,Numero,Titulo,CodigoAmbito,Ambito,Municipio,TiposNorma,IdTiposNorma,Tags
ALOVERA 30/8/2006,30/8/2006,Ordenanza Municipal sobre licencias de actividad.,CMA,Castilla la Mancha,Alovera,M. Ambiente,[1],
ANU 1/1/1990 ESP,1/1/1990,Catalogo de especies vegetales a utilizar en plantaciones de carreteras, ESP,España,,Seguridad Vial,[5],
ANU 1/1/1995 ESP,1/1/1995,Reducción del ruido en el entorno de las carreteras, ESP,España,,Seguridad Vial,[5],
ANU 1/1/1996 ESP,1/1/1996,Protección contra desprendimientos de rocas, ESP,España,,Seguridad Vial,[5],
ANU 1/1/1997 ESP,1/1/1997,Señalización móvil de obras, ESP,España,,Seguridad Vial,[5],
ANU 1/10/2005 ESP,1/10/2005,Guía para el proyecto y la ejecución de micropilotes en obras de carretera, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP (1),1/12/2009,Guía de inspecciones básicas de obras de paso, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP (2),1/12/2009,Guía para la realización del inventario de obras de paso, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP(3),1/12/2009,Inventario de características geométricas y de equipamiento. 02- Manual de criterios, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP(4),1/12/2009,Inventario de características geométricas y de equipamiento. 03- Manual de usuario, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP(5),1/12/2009,Inventario de características geométricas y de equipamiento. 04- Manual de variables, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP(6),1/12/2009,Inventario de características geométricas y de equipamiento. 05- Manual de informática, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2009 ESP(7),1/12/2009,Inventario de características geométricas y de equipamiento. 06- Manual de incidencias en edición de datos, ESP,España,,Seguridad Vial,[5],
ANU 1/12/2012 ESP,1/12/2012,Guía para el proyecto y ejecución de obras de señalización horizontal, ESP,España,,Seguridad Vial,[5],
ANU 1/3/1992 ESP,1/3/1992,Señales verticales de circulación. Tomo I. Características de las Señales, ESP,España,,Seguridad Vial,[5],
ANU 1/3/1999 ESP,s/n,Máximas lluvias diarias en la España peninsular, ESP,España,,Seguridad Vial,[5],
ANU 1/3/2010 ESP,1/3/2010,Inventario de características geométricas y de equipamiento. 01- Manual síntesis, ESP,España,,Seguridad Vial,[5],
ANU 1/4/2012 ESP,1/4/2012,Guía para la realización de inspecciones principales de obras de paso en la Red de Carreteras del Estado, ESP,España,,Seguridad Vial,[5],
ANU 1/5/1987 ESP,1/5/1987,Cálculo hidrometeorológico de caudales máximos en pequeñas cuencas naturales, ESP,España,,Seguridad Vial,[5],
ANU 1/6/1992 ESP,1/6/1992,Señales verticales de circulación. Tomo II. Catálogo y Significado de las Señales, ESP,España,,Seguridad Vial,[5],
ANU 1/6/1998 ESP (1),1/6/1998,Guía para el replanteo de las obras de conservación de firmes, ESP,España,,Seguridad Vial,[5],
ANU 1/6/1998 ESP (2),1/6/1998,Catálogo de nombres primarios y secundarios, ESP,España,,Seguridad Vial,[5],
ANU 1/6/2006 ESP,1/6/2006,Guía para el proyecto y la ejecución de muros de escollera en obras de carretera, ESP,España,,Seguridad Vial,[5],
ANU 1/9/2011 ESP,1/9/2011,Guía para la actualización del inventario de firmes de la Red de Carreteras del Estado, ESP,España,,Seguridad Vial,[5],
ANU 115/04 EUR,04,Anuncio a las empresas que tengan la intención de importar sustancias reguladas que agotan la capa de ozono a la Unión Europea o exportarlas desde esta en 2021 y a las empresas que tengan la intención de producir o importar esas sustancias para usos esenciales de laboratorio y análisis en 2021,  EUR,Europa,,M. Ambiente,[1],
ANU 13/3/2019 EUR,13/3/2019,"Anuncio relativo a la anulación del Reglamento Delegado (UE) n.o 665/2013 de la Comisión, que complementa la Directiva 2010/30/UE del Parlamento Europeo y del Consejo en lo que atañe al etiquetado energético de las aspiradoras",  EUR,Europa,,M. Ambiente,[1],Directiva 2010/30
ANU 14/1/2020 CMA (1),14/1/2020,"Anuncio de 14/01/2020, de la Confederación Hidrográfica del Guadiana, sobre la revisión del Programa de actuación de la masa de agua subterránea Mancha Occidental I",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 14/1/2020 CMA (2),14/1/2020,"Anuncio de 14/01/2020, de la Confederación Hidrográfica del Guadiana, sobre la revisión del Programa de actuación de la masa de agua subterránea Mancha Occidental II",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 14/1/2020 CMA (3),14/1/2020,"Anuncio de 14/01/2020, de la Confederación Hidrográfica del Guadiana, sobre la revisión del Programa de actuación de la masa de agua subterránea Consuegra-Villacañas",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 14/1/2020 CMA (4),14/1/2020,"Anuncio de 14/01/2020, de la Confederación Hidrográfica del Guadiana, sobre la revisión del Programa de actuación de la masa de agua subterránea Lillo-Quintanar",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 14/1/2020 CMA (5),14/1/2019,"Anuncio de 14/01/2020, de la Confederación Hidrográfica del Guadiana, sobre la revisión del Programa de actuación de la masa de agua subterránea Sierra de Altomira",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 15/2/2018 EUR,15/2/2018,Anuncio a las empresas que tengan la intención de importar sustancias reguladas que agotan la capa de ozono a la Unión Europea o exportarlas desde esta en 2019 y a las empresas que tengan la intención de producir o importar esas sustancias para usos esenciales de laboratorio y análisis en 2019,  EUR,Europa,,M. Ambiente,[1],
ANU 16/3/2015 ESP,16/3/2015,"Anuncio de la Secretaría de Estado de Medio Ambiente sobre la apertura del período de información pública para los cambios en la asignación gratuita individualizada de derechos de emisión del periodo2015-2020, por la adopción de una nueva lista de sectores en riesgo de fuga de carbono para el periodo 2015-2019. ", ESP,España,,M. Ambiente,[1],
ANU 2/6/2003 ESP,2/6/2003,Guía para el diseño y la ejecución de anclajes al terreno en obras de carretera, ESP,España,,Seguridad Vial,[5],
ANU 2001/205-02 EUR,205-02,Anuncio a los usuarios de la Comunidad europea de sustancias reguladas autorizadas para usos esenciales en 2002 en la Comunidad con arreglo al reglamento (CE) 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],
ANU 2001/205-03 EUR,205-03,"Anuncio a los importadores de sustancias reguladas y de nuevas sustancias que agotan la capa de ozono a la Comunidad Europea, en relación con el Reglamento (CE) nº 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.",  EUR,Europa,,M. Ambiente,[1],Reglamento (CE) nº 2037/2000
ANU 2003/162-06 EUR,11/7/2003,Anuncio a los importadores de la Comunidad Europea de sustancias reguladas y de nuevas sustancias que agotan la capa de ozono en relación con el Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],
ANU 2003/162-07 EUR,11/7/2003,Anuncio a los exportadores de la Comunidad Europea de sustancias reguladas que agotan la capa de ozono en relación con el Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],
ANU 2003/162-08 EUR,162-08,Anuncio a los usuarios de la Comunidad Europea de sustancias reguladas autorizadas para usos esenciales en 2004 en la Comunidad con arreglo al Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],
ANU 2004/187-03 EUR,187-03,"Anuncio a los importadores de sustancias reguladas que agotan la capa de ozono a la Comunidad Europea en 2005, en relación con el Reglamento (CE) nº 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.",  EUR,Europa,,M. Ambiente,[1],Reglamento (CE) nº 2037/2000
ANU 2004/187-04 EUR,187-04,"Anuncio a los exportadores en 2005 de sustancias reguladas que agotan la capa de ozono a la Unión Europea, en relación con el Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.",  EUR,Europa,,M. Ambiente,[1],
ANU 2004/187-05 EUR,187-05,Anuncio a los usuarios de la Comunidad Europea de sustancias reguladas autorizadas para usos esenciales en 2005 en la Comunidad con arreglo al Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],
ANU 2005/168-03 EUR,168-03,Anuncio a los usuarios de la Unión Europea de sustancias reguladas autorizadas para usos esenciales en 2006 en la Comunidad con arreglo al Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],
ANU 2005/168-06 EUR,168-06,Anuncio a los exportadores de la Unión Europea que se propongan exportar en 2006 sustancias reguladas que agotan la capa de ozono con arreglo al Reglamento (CE) nº 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],Reglamento (CE) nº 2037/2000
ANU 2005/168-07 EUR,168-07,Anuncio a los importadores que se propongan importar en 2006 a la Unión Europea sustancias reguladas que agotan la capa de ozono con arreglo al Reglamento (CE) nº 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono.,  EUR,Europa,,M. Ambiente,[1],Reglamento (CE) nº 2037/2000
ANU 2017/C43/05 EUR,2017/C43/05,Anuncio a las empresas que tengan la intención de importar sustancias reguladas que agotan la capa de ozono a la Unión Europea o exportarlas desde esta en 2018 y a las empresas que tengan la intención de producir o importar esas sustancias para usos esenciales de laboratorio y análisis en 2018,  EUR,Europa,,M. Ambiente,[1],
ANU 22/10/2011 ESP,22/10/2011,Anuncio de la Secretaría de Estado de Cambio Climático sobre la apertura del período de información pública para la asignación individualizada de derechos de emisión de gases de efecto invernadero a operadores aéreos para 2012 y para el periodo 2013-2020., ESP,España,,M. Ambiente,[1],
ANU 24/11/2020 CMA (1),24/11/2020,"Anuncio de 24/11/2020, de la Confederación Hidrográfica del Guadiana, sobre el Programa de actuación de la masa de agua subterránea Campo de Calatrava",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 24/11/2020 CMA (2),24/11/2020 ,"Anuncio de 24/11/2020, de la Confederación Hidrográfica del Guadiana, sobre el Programa de Actuación de la masa de agua subterránea Campo de Montiel",CMA,Castilla la Mancha,,M. Ambiente,[1],
ANU 24/4/2019 EUR,24/4/2019,Anuncio a las empresas que tengan la intención de importar sustancias reguladas que agotan la capa de ozono a la Unión Europea o exportarlas desde esta en 2020 y a las empresas que tengan la intención de producir o importar esas sustancias para usos esenciales de laboratorio y análisis en 2020,  EUR,Europa,,M. Ambiente,[1],
ANU 27/9/2000 ESP,27/9/2000,Colección de estudios previos de terrenos, ESP,España,,Seguridad Vial,[5],
ANU 3/4/2014 EUR,3/4/2014,"Anuncio a las empresas que tengan la intención de importar en la Unión Europea, o exportar desde esta, sustancias reguladas que agotan la capa de ozono en 2015 y a las empresas que tengan la  intención de producir o importar esas sustancias para usos esenciales de laboratorio y análisis en 2015.",  EUR,Europa,,M. Ambiente,[1],
ANU 30/1/2008 ESP,30/1/2008,Anuncio de la Secretaría General de Prevención de la Contaminación y del Cambio Climático sobre la apertura del período de información pública para la asignación individualizada de derechos de emisión., ESP,España,,M. Ambiente,[1],
ANU 30/6/2010,30/6/2010,Anuncio de la Secretaría de Estado de Cambio Climático sobre la apertura del período de información pública para la asignación individualizada de derechos de emisión., ESP,España,,M. Ambiente,[1],
ANU 30/9/2002 ESP,30/9/2002,Guía de cimentaciones en obras de carretera, ESP,España,,Seguridad Vial,[5],
ANU 6/2/2008 ESP,6/2/2008,Anuncio de la Secretaría General de Prevención de la Contaminación y del Cambio Climático sobre la apertura del período de información pública para la asignación individualizada de derechos de emisión., ESP,España,,M. Ambiente,[1],
ANU 9/5/2008 EUR (1),9/5/2008,Anuncio a los importadores que se propongan importar en 2009 sustancias reguladas que agotan la capa de ozono con arreglo al Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono (2008/C 114/11).,  EUR,Europa,,M. Ambiente,[1],
ANU 9/5/2008 EUR (2),9/5/2008,Anuncio a los exportadores que deseen exportar en 2009 desde la Unión Europea sustancias reguladas que agotan la capa de ozono según el Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono (2008/C 114/12),  EUR,Europa,,M. Ambiente,[1],
ANU 9/5/2008 EUR (3),9/5/2008,Anuncio a los usuarios de la Unión Europea de sustancias reguladas autorizadas para usos esenciales en la Comunidad en 2009 con arreglo al Reglamento (CE) no 2037/2000 del Parlamento Europeo y del Consejo sobre las sustancias que agotan la capa de ozono (2008/C 114/13),  EUR,Europa,,M. Ambiente,[1],
ANU 9/7/2018 EUR,9/7/2018,"Anuncio relativo a la clasificación de la brea, alquitrán de hulla, elevada temperatura, en las categorías de toxicidad acuática aguda 1 y crónica 1, de conformidad con el Reglamento (CE) nº 1272/2008 del Parlamento Europeo y del Consejo",  EUR,Europa,,M. Ambiente / Prevención,[1][2],Reglamento (CE) nº 1272/2008
ARENAS DE SAN JUAN 14/11/2014,14/11/2014,Ordenanza reguladora de la seguridad y convivencia ciudadana en el municipio de Arenas de San Juan.,CMA,Castilla la Mancha,Arenas de San Juan,M. Ambiente,[1],
AUTO 24/9/2020 ESP,24/9/2020,"Auto de 24 de septiembre de 2020, de la Sala Tercera del Tribunal Supremo, que declara suspender cautelarmente el apartado segundo de la Orden SND/413/2020, de 15 de mayo", ESP,España,,Seguridad Vial,[5],Orden SND/413/2020
AUTO 30/9/2013 ESP,30/9/2013,"Auto de 30 de septiembre de 2013, de la Sala Tercera del Tribunal Supremo, por el que se rectifica y aclara la Sentencia de 2 de julio de 2013, dictada por la misma Sala, por la que se anula el artículo 3.3 (previsión del déficit de ingresos en las liquidaciones de las actividades reguladas durante el año 2012) y los artículos 7.1 y 7.2 (peajes de acceso fijados en el anexo I), así como de la parte correspondiente del referido anexo, todos ellos de la Orden IET/3586/2011, de 30 de diciembre, que establece los peajes de acceso a partir de 1 de enero de 2012 y las tarifas y primas de las instalaciones del régimen especial.", ESP,España,,M. Ambiente,[1],"Sentencia de 2 de julio de 2013, Orden IET/3586/2011"
AUTO 8/11/2017 ESP,8/11/2017,"Auto de 8 de noviembre de 2017, de la Sala Tercera del Tribunal Supremo, que no tiene por ejecutada en su integridad la sentencia de 20 de junio de 2016 y anula la Orden ETU/555/2017, de 15 de junio, en lo que se refiere a la reducción a quince años de la vida regulatoria útil de las instalaciones de tratamiento de purines (artículo 5), a la disposición transitoria única y al número de horas equivalentes de funcionamiento mínimo del anexo I, apartado 2, así como de las horas equivalentes de funcionamiento recogidas en el anexo III", ESP,España,,M. Ambiente,[1],"sentencia de 20 de junio de 2016, Orden ETU/555/2017"
BORRADOR EN ESTUDIO CASTILLA LA MANCHA (Consejería de Sanidad),s/n,BORRADOR EN ESTUDIO CASTILLA LA MANCHA (Consejería de Sanidad),CMA,Castilla la Mancha,,M. Ambiente / Prevención,[1][2],
"BORRADOR EN ESTUDIO CASTILLA Y LA MANCHA (Consejería de Agricultura, Medio Ambiente y Desarrollo Rural)",s/n,"BORRADOR EN ESTUDIO CASTILLA Y LA MANCHA  (Consejería de Agricultura, Medio Ambiente y Desarrollo Rural)",CMA,Castilla la Mancha,,M. Ambiente,[1],
BORRADOR EN ESTUDIO CASTILLA Y LA MANCHA (Consejería de Desarrollo sostenible),s/n,BORRADOR EN ESTUDIO CASTILLA Y LA MANCHA (Consejería de Desarrollo sostenible),CMA,Castilla la Mancha,,M. Ambiente,[1],
"BORRADOR EN ESTUDIO ESPAÑA (Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente)",borrador,"BORRADOR EN ESTUDIO ESPAÑA (Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente)", ESP,España,,M. Ambiente,[1],
